bitstring,count,probability
10111110101111110111100011100111010111000001011110110011101001110010,1,0.0009765625
10111010011001011101000100010010100011111010101011011011100100110010,1,0.0009765625
00010011111101110111100010000100101101011101100100100010100100111011,1,0.0009765625
00011100111001101010100100110001000110110110000101011111010111010010,1,0.0009765625
10101111000010111110010010010001101100001001011110001100000101011011,1,0.0009765625
01001011100010100000101101001110011100001000101110110011000100111001,1,0.0009765625
10001110100101100100101110101101100100111011010101010111000110001010,1,0.0009765625
01000010110011100011001001010101100110110001001101100001010111110110,1,0.0009765625
00010011100000000111010101000100010010000101101110110011110111000010,1,0.0009765625
10000111110001101100001000010100010111101011001011100010100100001011,1,0.0009765625
00101001110111100001100011110100110111100111011010011101110111100000,1,0.0009765625
11110100010110111110000110010010111110110010000001110010000110001011,1,0.0009765625
10000110111101110010100110100111001001110100101111010001010111000011,1,0.0009765625
10111000001111011010000011011001011010010111101001010110010101110010,1,0.0009765625
00011110010010001010001000111101001111111100111011000010100010010101,1,0.0009765625
01011001101100110011101101010111011111001001111010110111010111011000,1,0.0009765625
00100011100111010011000011110001111111101110100001110001010011100011,1,0.0009765625
10000100000000001010001010111111001110001110101101101100100010001110,1,0.0009765625
11111111110010110110000101010101001010000011011101000011010111000000,1,0.0009765625
00001000101100110001100110011011100010010000101001100001111001111011,1,0.0009765625
10001001101110000111011100100101000010100001010110111010110011000011,1,0.0009765625
11110100101111101000011111010000011010100011110011000011111101110000,1,0.0009765625
01101001100111111100001100111001111111011110110001110000100000011111,1,0.0009765625
11111010111001011001100001001001011011000011001000000110010100100011,1,0.0009765625
11110101101011101110001110011100001100001000001110011011010100110110,1,0.0009765625
11001000110010100011000000100000010101111001111000011011010001101011,1,0.0009765625
10010101111110100011001111010100001000001111111001010011000010010001,1,0.0009765625
01110010001100011001101110010111010000100101100111111111010101011010,1,0.0009765625
00001100100100011001010110110100011001111100000011000100000111011100,1,0.0009765625
10001000011100111111101001100001111100111000010000001001010101110001,1,0.0009765625
01101111010110000111101110000000111111001101000111110100000011110010,1,0.0009765625
01010001011111101100111101111110000110011000100110111001100000011011,1,0.0009765625
00000001010101100111100101010010111110000111011101110010100001010010,1,0.0009765625
00011011010010000111101010100011100011110111101111010010000101100001,1,0.0009765625
11000011011111101001001011100000110010101100010011101000000010110101,1,0.0009765625
00010100100111001110000110101011011101110100010011011000110001110000,1,0.0009765625
10100110010000011000001010110000001101110111101010010110010011100000,1,0.0009765625
11101110010111010100001101010011000100001001011001000000100100001110,1,0.0009765625
11000001100001001001101011111101001010101010001111101011010110100010,1,0.0009765625
10001011100010100101100000110000111010001011010111001100100011011000,1,0.0009765625
00100011111100001101001110111101010010011000111101110010100101010101,1,0.0009765625
00011011011110000110000000010010110011011011100100001011000000110100,1,0.0009765625
00111001000110101010001000010010100011100101100010111001110110100010,1,0.0009765625
01111111010000101001001000011100011010010111101010100011011101100001,1,0.0009765625
00001001111101010000110011111100110011011111011001000000010001100000,1,0.0009765625
01000100011011100100100001101000001011100000010010110100100001010010,1,0.0009765625
11101000010111000011000000011101001110110111101010001000010111100100,1,0.0009765625
00110101110101111100001000010011111010111000110110001011110101010010,1,0.0009765625
10001000110000000011000010100011011100100011101010110010010000001100,1,0.0009765625
10001001000100000100000010001100000101101101001001011010110000101000,1,0.0009765625
11101111110111000111000111100101000110110110101000110110010001101110,1,0.0009765625
01111011000100011111001000101101111110011011011111010000111010101101,1,0.0009765625
00110101000110111110101100010110101100101101001011011101000111011001,1,0.0009765625
11000101110001100000100111111000010100111001110001100010100010000000,1,0.0009765625
01011110111000100110111010111111100100111000100101010011000111100111,1,0.0009765625
00010001110000100010001010110011011101101011010011110010000110110010,1,0.0009765625
10111010011101000110000001111100100101101100111100110101101100110000,1,0.0009765625
00110010111111101000001100100001111011011001010001111000010010101010,1,0.0009765625
00100001000001000110000011100011100011100110001000110011100110001100,1,0.0009765625
00000000010110000011000111001100011011001111010100110000001110010101,1,0.0009765625
00100100100111101100001000110110010110110001001101010111100110000000,1,0.0009765625
00100100011001000010111111000000010110011100010011111011000110010010,1,0.0009765625
11011111011010010101111011100101100001011001000011000110100100000101,1,0.0009765625
01110011110100001000100010011010101111111011100111000111100111001001,1,0.0009765625
01100100011101100110010110111100001101110111101010110010100010010000,1,0.0009765625
01011101100100000101100010011101001000001111000100100011000110111000,1,0.0009765625
10001010001100110011000100010011010101011110101111100111100001010010,1,0.0009765625
00101100011100000011101101000010101111000101111010101101010011101011,1,0.0009765625
10101100010101111100001000110101001011010001100011000010100101010101,1,0.0009765625
00000111110101001110111000101100100111100001011001101001110011001011,1,0.0009765625
10011000110011001000000010101010110011000110000010000000000111011001,1,0.0009765625
00010010100110010000001100001000111111101001110001100100100001010000,1,0.0009765625
01101101111100100110010100001000110101100111011001000110100001000110,1,0.0009765625
11010001110101110101101010011011001010010100111110100001010111011000,1,0.0009765625
01011010100101001100100001111010101010000010001110001000100000010011,1,0.0009765625
00010101110110010101101100100101110101100010001111100011000011000010,1,0.0009765625
01100011111110101000001000001110001101010011100011111110110101001011,1,0.0009765625
00110111100101100011010110001111001111011101100111010001001111010000,1,0.0009765625
11110111011100001111000000000001100111011111111111011000000010111000,1,0.0009765625
10000001100110100111110001110100100100010011110011000010000111010011,1,0.0009765625
11010011011111001011101010010111110101000110101000110001100101001000,1,0.0009765625
10110101010000010111001000110000110100100101101011111100010100110101,1,0.0009765625
01101011111110000010000101110001011010011010100010101110100011111110,1,0.0009765625
00100011000110000001010111110111011011111110001001010010010101100000,1,0.0009765625
01000000000000001001101101000000100011101001101110000010000011101001,1,0.0009765625
11100101010111111111100111110111000100011101101010010010100011100000,1,0.0009765625
00011011111000100111101011001011111010101011100110011000100111000010,1,0.0009765625
00000101101010011000000000010000011111000110000010101000001010100010,1,0.0009765625
11110101000100100110001001000101000001010100110111110100100000111100,1,0.0009765625
00100001001111110111111101110011010100101000111001110100000100100010,1,0.0009765625
00100010100000101101101101010010110110101110111101111100010100101000,1,0.0009765625
11101010000011011101001001110000110101000100110010110111010110010101,1,0.0009765625
00100001011000101100000011010101110001011110010110000011000110011111,1,0.0009765625
01001110000111011100001010111101101111110110101010001001110100101011,1,0.0009765625
01010110101101001111101111110100011010111010110101110111110101101010,1,0.0009765625
10001011011001010010100111010101001110110011001011100010000000110111,1,0.0009765625
01110100001101110111001100111000110010100010100101001010110111000111,1,0.0009765625
01000110101001101110101110010100101100101101101011000111000110011001,1,0.0009765625
11111011001011000111001110110001001101100011110101110011010110101010,1,0.0009765625
11100010101100100100100000001101110111001010100010110101110101100100,1,0.0009765625
10110110010001111000101011111001001011011111111000001101100001001000,1,0.0009765625
00000101001110100011001111101001101111011011101100100100100011000111,1,0.0009765625
10000100010101000111000010000110110010110101110000001001010111011100,1,0.0009765625
00100010001100110101100001101001011111110000100110101010010001101110,1,0.0009765625
00110101000111100111101101110000100101100010000000110000000010000000,1,0.0009765625
00111011000110000011100100111110111010100101110001101011101111100101,1,0.0009765625
00100010000111010000000111110001010111100000001010011111101011101110,1,0.0009765625
01011110110101100111000101000110001101110101111100100000100001101011,1,0.0009765625
00010110010100011001000010111111001111111101101110000001010011111110,1,0.0009765625
01111010110000111100001011010101011000010100100100100101110110001011,1,0.0009765625
00010110100101010111101001010011001110001110110011000010110001011000,1,0.0009765625
11001011100001001100000100011001010110110011011110100001011001000010,1,0.0009765625
01100010101001111101010100111101111100010100001111110000000011110010,1,0.0009765625
00111111011110110101000000100001101110111100000100000110010001110101,1,0.0009765625
00010101010100110011001011101110110110100111000001101001100111000110,1,0.0009765625
00001011010001000010000100011100101010011010101001110001010001101111,1,0.0009765625
10000111010110000101011100101000010111100111000010100010010101100110,1,0.0009765625
10001011101010101100011000111110011111100001100110101111110010011010,1,0.0009765625
00100110011110111000100000111101001101000001110101111001010001110010,1,0.0009765625
00101100110000010010001110111100111100000100101101100011000100110010,1,0.0009765625
00101100101111001011000101011000010110110110110011110101100101110110,1,0.0009765625
00001110100100111101000010101001010111101011010100010011011100000110,1,0.0009765625
00000001110110100000000001111111100111110101100100010001011000100100,1,0.0009765625
11101111011011000001101011011100010001111011101111110001110101111011,1,0.0009765625
00100001100001111110000110111001010111001000000110000101000100011110,1,0.0009765625
01110001110101000010001110010100000100010101111010111110111111011101,1,0.0009765625
10101110011101011011001011110111100111000111101111100000011011100101,1,0.0009765625
00001011101100100001001100010111111101101101111100001000010110100011,1,0.0009765625
10111100110011000111110100010000000010111011100000010101100100001010,1,0.0009765625
11001111010001111011000101010011100111111001001111100010100110011101,1,0.0009765625
10100011110010011110101101110011000000100110000100100100010001010101,1,0.0009765625
01010011001100110010001101101000100110000111010000111000011001110101,1,0.0009765625
10101111000000010001001101101101001000000011111100001011110110111111,1,0.0009765625
01111101001110110010111011111010100110000100110001100001001111001000,1,0.0009765625
00100110000011000010101010010000010101111101010101111011100111000010,1,0.0009765625
00110010110111101111000010100000001001101100001110101001000100000010,1,0.0009765625
01000111101010010001100100110001011110100011000110010011111100100001,1,0.0009765625
00111101010100100110110100011110100100001000110100100010010000011010,1,0.0009765625
10010010011010001011001101010000110110010011000001110001000011000000,1,0.0009765625
10101011111110111011010010100000011110001110001010101000110101011101,1,0.0009765625
11000101001001110000001100110000011111011001000001000010110000110001,1,0.0009765625
00110011000100111100101101101010000010001110111110010111110111010001,1,0.0009765625
10111010010011100111101111010000000110110110010010101101111010011001,1,0.0009765625
11001101111111010110000100010101100111111001111101100010100100111000,1,0.0009765625
01011111100000100011101101100110110011010000011010110011100011011011,1,0.0009765625
11000101010011000111001101000010110111000101000100000111001110111001,1,0.0009765625
10001000100000100001000110100110011000011110010100000110010101110001,1,0.0009765625
10011101011100101110101011011111001100100011111001011110110001001011,1,0.0009765625
01000101100101000011111111001000110000011101110111111100011010010101,1,0.0009765625
10011010001111111011100010011001011111011010101110010110011011011100,1,0.0009765625
10000011000111101011001011001101011011100001101101000100001000011010,1,0.0009765625
11010111110010111100101000101100110010011111011101110010001111010010,1,0.0009765625
01001101011101011111010101110001000110011011111101100010110111111110,1,0.0009765625
00001000011110101100101011000100010111110000111011110011100110100011,1,0.0009765625
00001110001110010000111100010111000100110101000111010100110110100011,1,0.0009765625
00111011001000001101000001101100000101110101111000100001000110001000,1,0.0009765625
00100010010111010101001010110101000111110100110111100101000111010100,1,0.0009765625
01001001001000010000001001100001001111111110001010101000000101011110,1,0.0009765625
00001100011000000110111010100000100000111110101001110111000111000001,1,0.0009765625
01001101110001101011010110111011101101001111000011110011100000100011,1,0.0009765625
10010101110010010101010000010011110111011100100111010010110000001001,1,0.0009765625
10100011100110011100110000011111001100101110100110110100110010110000,1,0.0009765625
01101111101111011011000111001000001100110000011011000101110101000111,1,0.0009765625
10100100111001011101001111110001101000010101010010010001000011010010,1,0.0009765625
10100010100100001000101111111001111001000111000001111111001100110101,1,0.0009765625
00000010101100111101010001010010101100010010100011011001110110010011,1,0.0009765625
00101111100110111111001111011110110011111000111100011011010101110001,1,0.0009765625
01111101001000101000100000000001001010100110000101111011100110100111,1,0.0009765625
10000101000111001100110111101101010110000000000000111001100110011011,1,0.0009765625
10100101000101000001101100110111001100110101001100101000001000100001,1,0.0009765625
10000101111010111000001110100110001110100001100001100010010011000011,1,0.0009765625
00110100011101101100001101110001010110100100110111010000000100001111,1,0.0009765625
00000000110100001101000110001000010101011101010100111110100111110001,1,0.0009765625
10000111011100010110100110010011010110100111000001100010010001000110,1,0.0009765625
00001011100101010111000100010011101111111101100100010010010111010010,1,0.0009765625
00000011010011101111000010000010011001100011111001101000100110100001,1,0.0009765625
01100011001100111000101011110100111011101011011100000101000000101101,1,0.0009765625
01100001001100100111000010010101000010100001010011000010000101001011,1,0.0009765625
00011101111111000111100101111100111110000000011101000001000110111011,1,0.0009765625
11101111010001011010001110001111100111011111110011010001110010000000,1,0.0009765625
00000101011010010011101101001011001101010101010110010001000101011101,1,0.0009765625
00001001100001101101100010010101010010100011000011100110100101100001,1,0.0009765625
01101111101100011111000001000000010110000001000000000000100010100100,1,0.0009765625
10001010010110001010000100011010101101101011101100000110100010101100,1,0.0009765625
11000110010100110101101001100111000110000110011001000010100110010000,1,0.0009765625
10100000011001011100100111101001000001000101010001100010000010001000,1,0.0009765625
10001010101101111111011110111011101101001101110101011101011100010111,1,0.0009765625
01011110011010101010001111100001001011100101010001000000010100010100,1,0.0009765625
00000110100111100111101111010001000110110111010010101101010101011000,1,0.0009765625
00001000000011001110111101111010101011001011000101000001010111010010,1,0.0009765625
01111010110110010111000010100000010111001000000101110000000001001010,1,0.0009765625
00011011100111110001001100111111011010011001001011010010110010111010,1,0.0009765625
10100110000000010000000000011110111111111001010110010000100011110111,1,0.0009765625
11101000011001001100001000111010010111010010111101011101110101010010,1,0.0009765625
10101111111000111011101101101000101101111100111101000001110011010111,1,0.0009765625
01101001011100000110010001100110000101110110001111111001100110011000,1,0.0009765625
01110111111110010101100001011000101110110001010000110011100101101010,1,0.0009765625
10101000011110101111101101001101011110001110100100010000100010110001,1,0.0009765625
01100111000110111010000100011000100111000000100011010110110011001000,1,0.0009765625
01101100100101001100001010000100111110111111000111010011010001110100,1,0.0009765625
10011101101001010010000010000000101100010111001101000111110101011110,1,0.0009765625
00000011010001010011001110110100011001010001000110000011000011010011,1,0.0009765625
01000001110010000111000100011011010110100010000111000001000110011110,1,0.0009765625
11000100100111101010010000100001101010010101111010110100110101011111,1,0.0009765625
00101000000001001010100000010010101100100110111001011001110010111010,1,0.0009765625
10001011011110010010000110011000001000000101111000110011000110010010,1,0.0009765625
10001011111000011101010100111111001011110101011111100010110110101010,1,0.0009765625
00001010011000101011011010011100110111101101110110000101110000010001,1,0.0009765625
00100000000111101111011101110001111100000000001001010100110011001001,1,0.0009765625
10001101111100001110000000100001011100001000011110011100101101011100,1,0.0009765625
10001110100110111000100101011001000000101100110110111101100011110111,1,0.0009765625
00100010110101111101001010011111000100110110110001011111010110110011,1,0.0009765625
10001011111010011001000010000110110111010101110000110011010100110010,1,0.0009765625
10011110011110010010101010011110010010111101001000111000000000100001,1,0.0009765625
00011001011111111100001000110000100000101001111111010100010011111000,1,0.0009765625
11111011100001001010011100110100100100000111000000110000100001011111,1,0.0009765625
00110001010011000001100101110110101110000100000101000001111010110010,1,0.0009765625
00101011101011111010101010111000000010110011010111101101110000010100,1,0.0009765625
01000011010101101010101011000111100111001101010100000010000101100001,1,0.0009765625
10001110001001100011101011111001000111101010010000110110110011100100,1,0.0009765625
10001100000100100010100001010101111110111000001000000011100111111000,1,0.0009765625
00000111000100100101101110100100000111011101000100111110000101000010,1,0.0009765625
10100001110001110111100101000100011110011111100010010010000101010011,1,0.0009765625
00111011100011100100000001011101101011000110001100010001110110000001,1,0.0009765625
11010111011010111010100101011100011110100110010000001000110100010111,1,0.0009765625
01111101000011000001001100100000100110011100001101000001110111001110,1,0.0009765625
01000101011000100100101111110101010101100111101110100000010110101110,1,0.0009765625
10101101100001101111100011100000001010110000101110001010000101110110,1,0.0009765625
00100011000000100110100101100101011010101111101110001000011101010011,1,0.0009765625
01101100101111111011011001000100110111101100011000000000010110110111,1,0.0009765625
11001110110000100101100111000000110100110001010001000111100110101100,1,0.0009765625
01101011010101001011000110101000001011000000110001101001111011011000,1,0.0009765625
01100101100110011111000111001000010001101000110100111001000010000101,1,0.0009765625
10001101101101001111101110010011110110011111110000000100110111111001,1,0.0009765625
01110000001111100110001101100010000111110111011101100100110001001001,1,0.0009765625
01101000001100001000101110001101010111101111101110001001110100010100,1,0.0009765625
01111111110101000011001110100001110100101011111001010101010011100100,1,0.0009765625
01101010001111101100001001100111110000100010011000110010011001110100,1,0.0009765625
00001010010010010100000101010000100111101001010111101011010001000101,1,0.0009765625
00010110100110010001100100000101000110100111010111011111010011011011,1,0.0009765625
00000011100010110011101100011101001011011001100111000011100010101001,1,0.0009765625
01000101011011011111001010010111111111110000011100110000100100000111,1,0.0009765625
10001110000111000010001100010011010110111111000001110011011010101101,1,0.0009765625
10001100001000011100000010100100010111100101010010110100001110011011,1,0.0009765625
00001101110111000100001001011001010111000011110100110010010101101100,1,0.0009765625
